kind,base,pos,stem,derivation,pansemitic,arabic,arabic_romanization,hebrew,hebrew_romanization,arabic_meaning,hebrew_meaning,proto_root,borrowed_from,evidence_count
lexeme,rakiaʕ,adj/noun,,,rakiaʕ,رَقِيع,raqīʕ,רָקִיעַ,rakía',"the firmament, the first heaven",Firmament: a surface separating the various levels of heaven.,rqʕ,,0
lexeme,rakiba,verb,G,G,rakiba,رَكِبَ,rakiba,רָכַב,rakháv,to ride,to ride (a horse or the like),rkb,,0
lexeme,ram allah,name,,,ram allah,رَامَ اللّٰه,rāma llāh,רמאללה,ramálla,"Ramallah (a city in the West Bank, Palestine)","Ramallah (a city in the West Bank, Palestine)",rmlˤh,,0
lexeme,rama,name,,,rama,رُومَا,rūmā,רוֹמָא,róma,"Rome (a major city, the capital of Italy and the Italian region of Lazio, located on the Tiber River; the ancient capital of the Roman Empire)","Rome (a major city, the capital of Italy and the Italian region of Lazio, located on the Tiber River; the ancient capital of the Roman Empire)",rm,la:Rōma,1
lexeme,ramanus,noun,,,ramanus,رُومَان,rūmān,רומנוס,romanos,Romans,"a male given name, Romanos or Romanus",rmns,la:Rōmānus,0
lexeme,ramaza,verb,G,G,ramaza,رَمَزَ,ramaza,רָמַז,ramáz,"to make a sign, to point","to wink, beckon, make signs",rmz,,0
lexeme,rami,name,,,rami,رُومِيَة,rūmiya,רוֹמִי,rómi,"Rome, Ancient Rome (an ancient empire based out of the city of Rome, covering vast territories in Europe, Asia and Africa; in full, Roman Empire)","Rome, Ancient Rome (an ancient empire based out of the city of Rome, covering vast territories in Europe, Asia and Africa; in full, Roman Empire)",rmy,grc:Ῥώμη,1
lexeme,rammān,noun,,qattaːl,rammān,رُمَّان,rummān,רִמּוֹן,rimón,pomegranate,"pomegranate (the fruit of the Punica granatum, about the size of an orange with a thick, hard, reddish skin enclosing many seeds, each with an edible pink or red pulp tasting both sweet and tart)",rmn,,0
lexeme,ramz,noun,,qatl,ramz,رَمْز,ramz,רֶמֶז,rémez,"symbol, emblem","sign, implication, allusion",rmz,,0
lexeme,rand,noun,,n,rand,رَنْد,rand,נֵרְדְּ,nerd,laurel (Laurus nobilis),lavender,rnd,,0
lexeme,raqaṣa,verb,G,G,raqaṣa,رَقَصَ,raqaṣa,רָקַד .,raqád,to dance,"dance, skip",rqṣ,,0
lexeme,raqiq,adj,,n,raqiq,رَقِيق,raqīq,רַךְ,rakh,"soft, sensitive, sentimental",soft,rqq,,0
lexeme,rasama,verb,G,G,rasama,رَسَمَ,rasama,רָשַׁם,rashám,"to record, to enter, to mark, to indicate","To inscribe, to write down, to note, to make a note.",rsm,,0
lexeme,rasmiyy,adj/noun,,,rasmiyy,رَسْمِيّ,rasmiyy,רִשְׁמִי,rishmí,formal,formal,rsmy,,0
lexeme,rawaxa,verb,Š,Š,šarwaxa,أَرَاحَ,ʔarāḥa,הִרְוִיחַ,hirvíakh,to disburden,"to gain, to benefit",rwḥ,,0
lexeme,raxaman,name,,n+def,hal raxaman,اَلرَّحْمٰن,ar-raḥmān,הָרַחֲמָן,haraḥaman,"God, the Most Merciful (one of the 99 Names of Allah)","Epithet for God, often translated as the Merciful One",rḥm,,0
lexeme,raxaṣa,verb,G,G,raxaṣa,رَحَضَ,raḥaḍa,רָחַץ,rakháts,"to wash, to clean","To wash, to clean by washing, as an object or a body part.",rḥḍ,,0
lexeme,raxb,adj,,qatl,raxb,رَحْب,raḥb,רָחָב,rakháv,"wide, spacious, roomy",wide (broad from side to side),rḥb,,1
lexeme,raxil,name,,,raxil,رَاحِيل,rāḥīl,רָחֵל,rakhél,"a female given name, equivalent to English Rachel","a female given name, equivalent to English Rachel",rḥl,,0
lexeme,raxim,noun,,n,raxim,رَحِم,raḥim,רֶחֶם,rékhem,"uterus, womb","womb, uterus",rḥm,,2
lexeme,raxim,adj,,n,raxim,رَحِيم,raḥīm,רַחוּם,rakhúm,merciful,"merciful, compassionate",rḥm,,0
lexeme,raxima,verb,G,G,raxima,رَحِمَ,raḥima,רָחַם,rakhám,to be merciful,to have compassion,rḥm,,0
lexeme,raxman,adj,,n,raxman,رَحْمٰن,raḥmān,רַחוּם,rakhúm,"merciful, compassionate (said of God)","merciful, compassionate",rḥm,,0
lexeme,raxmanut,noun,,n,raxmanut,رَحْمَة,raḥma,רַחְמָנוּת,rakhmanút,"mercy, compassion, commiseration","mercy, mercifulness",rḥm,,2
lexeme,raym,noun,,n,raym,رَيْم,raym,רָמָה,ramá,"height, peak",height,rym,,3
lexeme,rayxan,noun,,,rayxan,رَيْحَان,rayḥān,רֵיחָן,rēḥán,basil (Ocimum gen. et spp.),basil (a plant (Ocimum basilicum)),ryḥn,,0
lexeme,raš hašana,name,,,raš hašana,رَأْس السَّنَة,raʔs as-sana,רֹאשׁ הַשָּׁנָה,rosh-hashaná,"Rosh Hashanah, Jewish New Year","Rosh Hashanah (the Jewish holiday marking the start of the liturgical year, taking place on the first two days of Tishrei, 163 days after the first day of Passover)",rʔssn,,0
lexeme,raʔa,verb,G,G,raʔa,رَأَى,raʔā,רָאָה,ra'á,to see (to perceive with the eyes),"To see, to have vision; figuratively, to perceive.",rʔ,,2
lexeme,raʔis,adj/noun,,n,raʔis,رَئِيس,raʔīs,רִאשׁוֹנִי,rishoní,"main, chief, leading","Initial, primary, first, starting.",rʔs,,1
lexeme,raʔis,adj/noun,,n,raʔis,رَئِيس,raʔīs,רָאשׁוּת,rashút,chairman,leadership; presidency; chairmanship,rʔs,,1
lexeme,raʔš,noun,,,raʔš,رَأْس,raʔs,רֹאשׁ,rosh,head,head,rʔs,,7
lexeme,raʕada,verb,G,G,raʕada,رَعَدَ,raʕada,רָעַד,ra'ád,to thunder,"to tremble, shake, quake",rʕd,,0
lexeme,raʕin,noun,,n,raʕin,رَاعٍ,rāʕin,רֹעֶה,ro'é,shepherd,shepherd,rwʕ,,0
lexeme,raʕš,noun,,qatl,raʕš,رَعْشَة,raʕša,רַעַשׁ,rá'ash,tremor,earthquake,rʕš,,0
lexeme,raṣawa,verb,Š,Š,šarṣawa,أَرْضَى,ʔarḍā,הִרְצָה,hirtsá,"to satisfy, to please",to lecture,rḍw,,0
lexeme,raṣawa,verb,G,G,raṣawa,رَضِيَ,raḍiya,רָצָה,ratsá,to desire,To want.,rḍw,,0
lexeme,raṣin,adj,,n,raṣin,رَاضٍ,rāḍin,רָצוּי,ratsúy,"satisfying, pleasant, comfortable","Desired, desirable, wanted.",rḍw,,1
lexeme,raṭab,adj,,n,raṭab,رَطْب,raṭb,רָטֹב,ratóv,"humid, moist","wet (of an object: covered with or impregnated with liquid), moist, sapful (sap of plants)",rṭb,,1
lexeme,riax,noun,,n,riax,رِيح,rīḥ,רוּחַ,rúakh,wind,breath,rwḥ,,0
lexeme,ribat,noun,,n,ribat,رِبًا,riban,רִבִּית,ribít,interest,interest (price of credit),rbw,,0
lexeme,rigl,noun,,,rigl,رِجْل,rijl,רֶגֶל,régel,"an extremity; a limb, a leg","foot, leg",rgl,,0
lexeme,rims,noun,,n,rims,رِمْش,rimš,רִיס,ris,eyelash,eyelash,rmś,,0
lexeme,riq,noun,,n,riq,رِيق,rīq,רֹק,roq,"saliva, spittle",saliva,rwq,,1
lexeme,riu ji janiyru,name,,,riu ji janiyru,رِيُو دِي جَانِيرُو,riyō dī jānērō,רִיוּ דֵה זַ׳נֵירוּ,riu de janeiru,"Rio de Janeiro (a state of the Southeast Region, Brazil)","Rio de Janeiro (a state of the Southeast Region, Brazil)",rydjnr,pt:Rio de Janeiro,0
lexeme,riwax,noun,,n+fem,riwaxa,رَاحَة,rāḥa,רְוָחָה,revakhá,"comfort, ease",relief,rwḥ,,2
lexeme,riʔ,noun,,n+fem,riʔa,رِئَة,riʔa,רֵאָה,re'á,lung,lung,rʔ,,0
lexeme,riṣan,name,,n,riṣan,رِضَا,riḍā,רָצוֹן,ratzón,a male given name,a male given name,rḍw,,0
lexeme,riṣwan,noun,,n,riṣwan,رِضْوَان,riḍwān,רָץ,rats,blessing,bishop,rḍw,,0
lexeme,rmaqal,noun,,n,rmaqal,مَقَال,maqāl,רַמְקוֹל,ramkol,"speech, utterance; words","speaker, loudspeaker",qwkl,,2
lexeme,rubaʔiʕ,adj/noun,,n,rubaʔiʕ,رُبَاعِيّ,rubāʕiyy,רְבִיעִיָּה,r'vi'iyá,quartet,four of a kind,rbʕ,,2
lexeme,rubaʕ,noun,,n,rubaʕ,رُبَاع,rubāʕ,רֶבַע,réva,"four at a time, in a group of four, in fours","quarter, one fourth",rbʕ,,1
lexeme,rubaʕ,adj/noun,,n+nisba,rubaʕi,رُبَاعِيّ,rubāʕiyy,רְבִיעִי,r'vi'í,"consisting of four, quadripartite, fourfold, quadruple",fourth,rbʕ,,1
lexeme,rubuʕ,noun,,n,rubuʕ,رُبُع,rubuʕ,רֶבַע,réva,"one fourth, one quarter","quarter, one fourth",rbʕ,,5
lexeme,rumax,noun,,n,rumax,رُمْح,rumḥ,רֹמַח,rómakh,spear,spear,rmḥ,,0
lexeme,rux,noun,,,rux,رُوح,rūḥ,רוּחַ,rúakh,"breath, movement of air",breath,rwḥ,,2
lexeme,ruxan,adj/noun,,n+nisba,ruxani,رُوحَانِيّ,rūḥāniyy,רוּחָנִי,rukhaní,"spiritual, immaterial, spiritualistic, incorporeal, ghostly, animistic",spiritual,rwḥ,,1
lexeme,ruxm,noun,,qutl,ruxm,رُحْم,ruḥm,רַחֲמִים,rakhamím,"mercy, commiseration",mercy,rḥm,,1
lexeme,sabab,noun,,n,sabab,سَبَب,sabab,סִבָּה,sibá,"cause, grounds, aetiological reason",cause (source or reason of an event or action),sbb,,0
lexeme,sabaya,verb,G,G,sabaya,سَبَى,sabā,שָׁבָה,shavá,"to captivate, to captive",to capture (took captive).,sby,,2
lexeme,sabiaxa,verb,D,D,sabbiaxa,سَبَّحَ,sabbaḥa,שִׁבֵּחַ,shibéakh,"to praise, to glorify","to praise (a person, an organization, an action, etc.)",sbḥ,,0
lexeme,sabil,noun,,n,sabil,سَبِيل,sabīl,שְׁבִיל,sh'víl,"way, path, road","A trail, a path.",sbl,,0
lexeme,sabiyy,noun,,n,sabiyy,سَبِيّ,sabiyy,שֶׁבִי,shévi,captive,"captivity, a state of being captured",sby,,0
lexeme,sabiʕ,adj,,n,sabiʕ,سَابِع,sābiʕ,שְׁבִיעִי,sh'vi'í,seventh,seventh,sbʕ,,1
lexeme,sabiʕa,verb,G,G,sabiʕa,شَبِعَ,šabiʕa,שָׂבַע,savá',"to be full, to be satiated",to be sated.,śbʕ,,0
lexeme,sabiʕaʕašara,adj,,G,sabiʕaʕašara,سَابِعَ عَشَرَ,sābiʕa ʕašara,שְׁבִיעִי,sh'vi'í,seventeenth,seventh,sbʕ,,2
lexeme,sabx,noun,,qatl,sabx,سَبْح,sabḥ,שֶׁבַח,shévakh,"praise, laudation",praise,sbḥ,,0
lexeme,sabyi,noun,,n,sabyi,سَبْي,saby,שֶׁבִי,shévi,captivity,"captivity, a state of being captured",sby,,0
lexeme,sabʕataʕašara,num,,G,sabʕataʕašara,سَبْعَةَ عَشَرَ,sabʕata ʕašara,שִׁבְעָה,shiv'á,seventeen,seven,sbʕ,,0
lexeme,sadaʔa,noun,,,sadaʔa,ثَدْي,ṯady,שָׁד,shad,breast,breast,ṯd,,0
lexeme,sadisaʕasara,adj,,G,sadisaʕasara,سَادِسَ عَشَرَ,sādisa ʕašara,עֲשִׂירִי,asirí,sixteenth,tenth,sds,,0
lexeme,saffud,noun,,n,saffud,سَفُّود,saffūd,שִׁפּוּד,shipúd,"spit, brochette, skewer",skewer,spd,,0
lexeme,sahid,noun,,n,sahid,شَهِيد,šahīd,שָׂהֵד,sahéd,witness,witness,śhd,,0
lexeme,sahr,noun,,,sahr,شَهْر,šahr,סַהַר,sáhar,month (unit of time),moon,śhr,,1
lexeme,sajada,verb,G,G,sajada,سَجَدَ,sajada,סָגַד,sagád,"to prostrate oneself, to bow down","to bow down, worship, honor",sjd,,0
lexeme,sakana,verb,G,G,sakana,سَكَنَ,sakana,שָׁכַן,shakhán,to feel at home,"to be housed, located",skn,,0
lexeme,sakar,noun,,n,sakar,سَكَر,sakar,שִׁכּוֹר,shikór,intoxicant,drunkard,skr,,3
lexeme,sakara,verb,G,G,sakara,شَكَرَ,šakara,שָׂכַר,sakhár,"to praise, to laud, to extol","to hire, rent",śkr,,0
lexeme,sakaran,adj/noun,,n,sakaran,سَكْرَان,sakrān,שִׁכּוֹר,shikór,"drunk, intoxicated, inebriated","drunk, intoxicated, inebriated",skr,,1
lexeme,sakata,verb,G,G,sakata,سَكَتَ,sakata,שָׁקַט,shakát,to be silent,"rest, be in peace",skt,,0
lexeme,sakin,adj/noun,,n,sakin,سَاكِن,sākin,שִׁכּוּן,shikún,inhabitant,housing,skn,,3
lexeme,sakin,adj/noun,,n,sakin,سَاكِن,sākin,שָׁכֵן,shakhén,unvowelled,neighboring,skn,,1
lexeme,sakir,adj,,n,sakir,سَكِر,sakir,שִׁכּוֹר,shikór,drunk,"drunk, intoxicated, inebriated",skr,,3
lexeme,sala,noun,,,sala,صَالَة,ṣāla,סָלוֹן,salón,"hall, large room",living room,ṣln,it:sala,3
lexeme,sala,noun,,,sala,صَالُون,ṣālūn,סָלוֹן,salón,saloon,living room,ṣln,fr:salon,3
lexeme,salamtak,intj,,,salamtak,سَلَامْتَك,salāmtak,סלאמתק,salámtak,get well soon,"good job, beautiful",slmtk,,0
lexeme,salamu ʕalaykum,intj,,n n,salamu ʕalaykum,السَّلَامُ عَلَيْكُمْ,as-salāmu ʕalaykum,שָׁלוֹם עֲלֵיכֶם,shalóm alekhém,"peace be upon you; good day; hello; hail, salaam alaikum, assalamu alaikum","shalom aleichem (A greeting said on meeting someone, especially when the two people meeting have not met in some time.)",slmʕlykm,,0
lexeme,salas,num,,,salas,ثَلَاثَة,ṯalāṯa,שְׁלוֹשָׁה,sh'loshá,three,three,ṯlṯ,,2
lexeme,salaṭa,verb,tD,tD,tasallaṭa,تَسَلَّطَ,tasallaṭa,הִשְׁתַּלֵּט,hishtalét,to overpower,to be overbearing,slṭ,,0
lexeme,salg,noun,,,salg,ثَلْج,ṯalj,שֶׁלֶג,shéleg,snow,snow,ṯlj,,0
lexeme,salil,adj/noun,,n,salil,سَلِيل,salīl,שְׁלִילִי,sh'lilí,"drawn, unsheathed","Negative: bad, not good.",sll,,0
lexeme,salim,adj/name,,n,salim,سَالِم,sālim,שָׁלוֹם,shalóm,"a male given name, Salem or Salim","a male given name, Shalom",slm,,0
lexeme,salisaʕasara,adj,,G,salisaʕasara,ثَالِثَ عَشَرَ,ṯāliṯa ʕašara,עֲשִׂירִי,asirí,thirteenth,tenth,ṯlṯ,,0
lexeme,salm,noun,,qatl,salm,ثَلْم,ṯalm,תֶּלֶם,télem,"notch, furrow, gap","a furrow, a ridge (a bank or terrace)",ṯlm,,0
lexeme,salma,noun,,,salma,سَلَمُون,salamūn,סַלְמוֹן,sálmon,salmon,A salmon: an individual member of any of these species.,slmn,la:salmō,0
lexeme,salwa,name/noun,,n,salwa,سَلْوَى,salwā,שְׂלָו,slav,quails,quail,slw,,1
lexeme,salām,intj/noun,,qataːl,salām,سَلَام,salām,שָׁלוֹם,shalóm,peace,peace,slm,,0
lexeme,salīṭ,adj/noun,,qatiːl,salīṭ,سَلِيط,salīṭ,שַׁלִּיט,shalít,"fierce, bold, cheeky, sharp","ruling, governing",slṭ,,1
lexeme,sam,name/noun,,n,sam,سَام,sām,שֵׁם,shem,Shem,Shem,sm,,0
lexeme,samama,adv/verb,G,G,samama,ثَمَّ,ṯamma,שָׁם,sham,there,there (somewhere at some distance from the speaker),ṯmm,,1
lexeme,samana,verb,Š,Š,šasmana,أَسْمَنَ,ʔasmana,הִשְׁמִין,hishmín,"to cause a thing to be nourished, to feed or to fatten up, to make plump","to gain weight, to get fat",smn,,0
lexeme,samaniy,num,,,samaniy,ثَمَانِيَة,ṯamāniya,שְׁמוֹנָה,sh'moná,eight,eight,ṯmn,,0
lexeme,samar,verb,G,G,samar,ثَمَلَ,ṯamala,שָׁמַר,shamár,"to stay, remain staying",to keep,ṯml,,0
lexeme,samaran,name,,n,samaran,سَمَر,samar,שׁוֹמְרוֹן,šōmərōn,"a female given name, Samar",Samaria,smr,,4
lexeme,samin,adj,,n,samin,سَمِين,samīn,שָׁמֵן,shamén,"fat, corpulent","fat, chubby",smn,,3
lexeme,saminaʕasara,adj,,G,saminaʕasara,ثَامِنَ عَشَرَ,ṯāmina ʕašara,עֲשִׂירִי,asirí,eighteenth,tenth,ṯmn,,0
lexeme,samiran,adj/name,,n,samiran,سَمِير,samīr,שׁוֹמְרוֹן,šōmərōn,"a male given name, Samir or Sameer",Samaria,smr,,0
lexeme,samm,noun,,n,samm,سَمّ,samm,סַם,sam,"poison, toxin",poison,sm,,0
lexeme,samš,noun,,,samš,شَمْس,šams,שֶׁמֶשׁ,shémesh,sun,sun,šms,,0
lexeme,sana,verb,G,G,sana,ثَنَى,ṯanā,שָׁנָה,shaná,"to repeat, do a second time",to repeat (to do something an additional time),ṯn,,0
lexeme,sanaya,verb,G,G,sanaya,اِثْنَوْنَى,iṯnawnā,שָׁנָה,shaná,to be doubled up,to repeat (to do something an additional time),ṯny,,0
lexeme,sanaya,verb,D,D,sannaya,ثَنَّى,ṯannā,שִׁנָּה,shiná,"to bend, turn","to change, to alter",ṯny,,0
lexeme,sanaʔa,verb,G,G,sanaʔa,شَنَأَ,šanaʔa,שָׂנֵא,sané,to hate intensely,to hate,śnʔ,,0
lexeme,sandan,noun,,,sandan,سَنْدَان,sandān,סַדָּן,sadán,anvil,anvil,sndn,pal:*sandān,2
lexeme,sandwiš,noun,,,sandwiš,سَانْدْوِيتْش,sandwitš,סֶנְדְוִיץ׳,séndvich,sandwich,A sandwich.,sndwtš,en:sandwich,0
lexeme,sanin,adj,,n,sanin,ثَانٍ,ṯānin,שֵׁנִי,shení,second,second,ṯny,,6
lexeme,sanin,adj/noun,,n+fem,sanina,ثَانِيَة,ṯāniya,שְׁנִיָּה,sh'niyá,second (unit of time),A second: one sixtieth of a minute of time.,ṯny,,4
lexeme,saniyaʕasara,adj,,G,saniyaʕasara,ثَانِيَ عَشَرَ,ṯāniya ʕašara,עֲשִׂירִי,asirí,twelfth,tenth,ṯny,,0
lexeme,sannan,verb,G,G,sannan,سَنَّ,sanna,שָׁנַן,shanán,"to sharpen, to whet, to hone, to grind","to be sharp, to sharpen, whet",snn,,0
lexeme,sanṭ,noun,,n,sanṭ,سَنْط,sanṭ,שִׁטָּה,shitá,"Acacia spp. or Vachellia spp., especially Vachellia nilotica",a tree of the genus Acacia,snṭ,,0
lexeme,sapa,noun,,,sapa,صَابُون,ṣābūn,סַבּוֹן,sabón,soap,a soap,ṣbn,la:sāpō,0
lexeme,sapat,noun,,,sapat,شَفَة,šafa,שָׂפָה,safá,lip,lip (fleshy protrusion framing the mouth),śph,,0
lexeme,sapinta,noun,,,sapinta,سَفِينَة,safīna,סְפִינָה,sfiná,"ship, vessel","ship, boat",spn,,3
lexeme,sappān,noun,,qattaːl,sappān,سَفَّان,saffān,סַפָּן,sapán,"shipbuilder, boatwright",sailor,spn,,1
lexeme,saq,noun,,n,saq,سَاق,sāq,שׁוֹק,shok,shank,shin,sqy,,2
lexeme,saqala,verb,G,G,saqala,ثَقَلَ,ṯaqala,שָׁקַל,shakál,to weigh; to determine the weight of an object,"to weigh, weigh in",ṯql,,0
lexeme,saqala,verb,G,G,saqala,ثَقُلَ,ṯaqula,שָׁקַל,shakál,to be heavy,"to weigh, weigh in",ṯql,,0
lexeme,saqil,adj,,n,saqil,ثَقِيل,ṯaqīl,שָׁקוּל,shakúl,weighty,weighed,ṯql,,1
lexeme,sara,name,,,sara,سَارَة,sāra,שָׂרָה,sará,"Sarah, wife of Abraham and mother of Isaac",Sarah (the wife of Abraham and mother of Isaac in the Bible),syr,,1
lexeme,sarara,verb,G,G,sarara,سَرَّ,sarra,סָר,sar,to pass,to depart,srr,,0
lexeme,saraya,verb,G,G,saraya,سَارَ,sāra,סָר,sar,"to cause to depart, cause to travel",to depart,sry,,0
lexeme,saraya,verb,G,G,saraya,سَرَى,sarā,סָר,sar,to travel by night,to depart,sry,,0
lexeme,saraya,verb,G,G,saraya,شَرَى,šarā,שָׂרָה,sará,to contend; to wrangle,"to contend, struggle, wrestle, overcome",śry,,2
lexeme,saraṭan,noun,,n,saraṭan,سَرَطَان,saraṭān,סַרְטָן,sartán,"cancer, carcinoma",cancer (a disease in which the cells of a tissue undergo uncontrolled (and often rapid) proliferation),srṭn,,0
lexeme,sariṭ,noun,,n,sariṭ,شَرِيط,šarīṭ,סֶרֶט,séret,"tape, ribbon, band",ribbon,śrṭ,,1
lexeme,sariṭ,noun,,n,sariṭ,شَرِيطَة,šarīṭa,סֶרֶט,séret,chevron,ribbon,śrṭ,,0
lexeme,sarṭ,adj/noun,,qatl,sarṭ,شَرْط,šarṭ,סֶרֶט,séret,"incision, scarification",ribbon,śrṭ,,0
lexeme,satan,noun,,,satan,شَيْطَان,šayṭān,שָׂטָן,śāṭān,devil,devil,śyṭ,,0
lexeme,saw pawlu,name,,,saw pawlu,سَاو بَاوْلُو,sāw bāwlō,סָאוּ פָּאוּלוּ,sau paulu,"a municipality, the state capital of São Paulo, Brazil","São Paulo (a municipality, the state capital of São Paulo State, Brazil)",swbwl,pt:São Paulo,0
lexeme,sawaba,verb,G,G,sawaba,ثَابَ,ṯāba,שָׁב,sháv,"to return, to come back",to return (to go back to a place or person),ṯwb,,0
lexeme,sawr,noun,,,sawr,ثَوْر,ṯawr,שׁוֹר,shor,"bull, steer, ox",ox,ṯwr,,0
lexeme,sayif,noun,,n,sayif,سَيْف,sayf,סַיִף,sáyif,"sword, sabre, foil, rapier, scimitar","foil, fencing sword",syf,,0
lexeme,sašan,name/noun,,,sašan,سَوْسَن,sawsan,שׁוֹשָׁן,shoshán,lily,lily,ssn,egy:zšn,1
lexeme,saʔala,verb,G,G,saʔala,سَأَلَ,saʔala,שָׁאַל,sha'ál,"to ask, inquire","to ask (a question), to query",sʔl,,0
lexeme,saʔilt,noun,,n,saʔilt,سَائِل,sāʔil,שְׁאִילְתָה,sh'ílta,"questioner, petitioner, asker","inquiry, query",sʔlt,,0
lexeme,saʔʔāl,adj,,qattaːl,saʔʔāl,سَآّل,saʔʔāl,שָׁאוּל,sha'úl,excessively demanding or asking for things,borrowed,sʔl,,0
lexeme,saʕir,name/noun,,n,saʕir,سَعِير,saʕīr,סַעַר,sá'ar,hell,gale,sʕr,,1
lexeme,saʕir,noun,,n,saʕir,شَعِير,šaʕīr,שְׂעוֹרָה,se'orá,barley,barley,śʕr,,0
lexeme,saʕlab,noun,,,saʕlab,ثَعْلَب,ṯaʕlab,שׁוּעָל,shu'ál,fox (Vulpes vulpes),"fox (the red fox, a small carnivore (Vulpes vulpes) with red or silver fur)",ṯʕl,,0
lexeme,saʕr,noun,,,saʕr,شَعْر,šaʕr,שֵׂעָר,se'ár,hair,hair,śʕr,,0
lexeme,saṭx,noun,,qatl,saṭx,سَطْح,saṭḥ,שֶׁטַח,shétakh,surface,surface,sṭḥ,,1
lexeme,sifan,noun,,n+fem,sifana,سِفَانَة,sifāna,סְפִינָה,sfiná,"shipbuilding, boatwright’s art","ship, boat",sfn,,0
